Sensor Impersonation attack;Replay attack;Denial of service attack;Random signal in range;t5;t4
21;21;15;29;22;20
21;21;15;25;21;20
21;22;15;28;22;21
21;22;15;28;22;20
21;21;15;27;21;20
20;21;15;26;21;21
21;22;15;27;21;20
20;21;15;25;20;20
21;21;15;29;22;21
21;21;15;28;21;21
20;21;15;29;21;21
21;21;15;26;21;20
21;22;14;28;21;20
20;21;15;26;21;20
21;21;15;25;21;21
20;22;15;28;21;20
20;21;15;28;21;20
21;21;15;27;21;20
20;21;15;26;21;20
20;21;15;26;21;21
20;21;15;29;21;21
21;21;15;26;21;20
20;21;15;27;21;21
21;21;15;25;21;20
20;22;15;28;21;20
21;21;15;27;21;20
20;21;15;26;21;20
20;21;15;28;21;20
21;21;15;26;21;21
20;21;15;27;21;21
21;21;15;25;21;20
21;21;15;28;21;21
21;21;15;27;21;20
21;21;15;30;22;21
20;21;15;27;21;20
20;21;15;25;20;20
21;21;15;29;22;20
20;21;15;26;21;20
21;21;15;28;21;20
21;21;15;27;21;20
21;21;15;26;21;20
21;21;15;27;21;20
20;21;15;25;20;20
20;21;15;28;21;20
21;21;15;30;22;21
20;21;15;30;22;20
21;21;15;26;21;20
21;21;15;28;21;21
20;21;15;27;21;20
21;20;15;27;21;20
20;21;15;28;21;20
20;21;15;28;21;20
21;20;15;30;22;21
20;21;15;26;21;20
21;21;15;26;21;20
20;21;15;29;21;20
21;21;15;31;22;21
21;21;15;29;22;21
20;21;15;26;21;20
20;21;15;30;22;20
21;21;15;30;22;20
21;21;15;28;21;20
20;21;15;29;21;20
21;21;15;27;21;21
21;21;15;28;21;20
20;21;15;28;21;20
20;21;15;30;22;21
20;21;15;29;21;20
21;21;15;28;21;21
20;20;15;26;20;20
21;20;15;31;22;20
21;21;15;28;21;21
20;21;15;30;22;20
21;20;15;26;21;20
20;21;15;28;21;21
20;20;15;26;20;20
21;20;15;29;21;20
21;20;15;28;21;21
20;20;15;30;21;20
21;20;15;28;21;20
20;20;15;29;21;20
21;20;15;26;21;20
20;20;15;30;21;20
20;21;15;28;21;20
21;21;15;29;22;21
21;21;15;30;22;21
20;20;15;31;22;20
21;21;15;32;22;20
20;21;15;27;21;20
21;20;15;28;21;20
21;21;15;29;22;20
21;21;15;28;21;20
21;21;15;30;22;20
20;21;15;31;22;20
21;21;15;31;22;21
21;21;15;30;22;20
20;20;15;28;21;20
20;21;15;30;22;20
21;20;15;32;22;20
21;20;15;31;22;20
21;20;15;31;22;21
21;20;15;30;22;20
20;21;15;29;21;20
21;20;15;31;22;20
20;20;15;32;22;20
20;20;15;29;21;20
20;20;15;31;22;20
20;20;15;30;21;21
21;20;15;32;22;21
20;20;15;28;21;21
21;20;15;28;21;20
21;21;15;28;21;20
20;21;15;27;21;20
20;20;15;28;21;20
21;20;15;29;21;20
20;20;15;28;21;20
20;20;15;30;21;20
21;20;15;29;21;20
20;20;15;28;21;20
20;21;15;28;21;21
21;20;15;27;21;20
20;20;15;26;20;20
20;20;14;27;20;20
20;20;15;25;20;21
20;20;15;28;21;20
21;20;15;28;21;20
21;20;15;25;20;20
21;20;15;26;21;20
20;20;15;25;20;20
20;20;15;25;20;20
20;20;15;25;20;20
20;20;15;27;21;20
21;20;15;28;21;20
21;20;15;26;21;20
20;20;15;25;20;20
21;20;15;25;20;21
20;20;15;28;21;20
21;20;15;29;21;20
20;20;15;24;20;20
21;20;15;28;21;21
21;20;15;25;20;20
21;20;15;27;21;21
21;20;15;28;21;21
21;20;15;26;21;20
21;21;15;25;21;20
20;20;15;29;21;20
21;20;15;26;21;21
21;20;15;25;20;20
20;21;15;26;21;20
21;20;15;26;21;21
21;20;15;26;21;20
21;20;15;25;20;20
21;20;14;28;21;20
20;20;15;29;21;20
20;20;15;25;20;20
20;20;15;26;20;21
20;20;14;27;20;21
20;20;15;27;21;20
21;20;15;26;21;21
20;20;15;27;21;20
20;20;15;29;21;20
20;20;15;29;21;20
20;20;15;27;21;20
21;20;15;26;21;21
20;20;15;30;21;21
20;20;15;29;21;21
21;20;15;28;21;20
21;20;15;29;21;21
20;20;15;26;20;20
20;20;15;28;21;21
20;20;15;29;21;21
20;20;15;26;20;20
20;20;15;30;21;20
21;20;15;30;22;20
21;20;15;28;21;20
20;20;15;29;21;21
21;20;15;31;22;20
20;20;15;29;21;20
21;20;15;31;22;21
20;20;15;29;21;20
20;20;15;32;22;20
20;20;15;29;21;20
20;20;14;28;21;21
21;20;15;28;21;20
20;20;15;28;21;20
20;20;14;31;21;20
20;20;15;31;22;20
21;20;15;28;21;20
21;20;15;29;21;20
20;20;15;31;22;20
20;20;15;32;22;20
20;20;15;30;21;20
20;20;15;28;21;20
21;20;15;28;21;20
20;20;15;32;22;21
21;20;15;31;22;20
20;20;15;28;21;20
20;20;15;32;22;20
20;20;15;31;22;20
20;20;14;32;22;21
21;20;15;31;22;21
20;20;15;28;21;21
21;20;15;31;22;20
21;20;15;30;22;20
20;20;15;28;21;21
20;20;15;30;21;21
20;20;14;30;21;21
20;20;15;28;21;20
20;20;15;27;21;21
21;20;15;29;21;20
20;20;14;29;21;21
20;20;14;28;21;21
20;20;14;29;21;20
20;20;14;31;21;21
20;20;15;29;21;21
20;20;15;31;22;21
20;20;15;30;21;21
20;20;15;30;21;21
20;20;15;30;21;20
21;20;15;32;22;20
21;20;15;33;22;20
21;20;14;31;22;20
21;20;15;29;21;21
21;20;15;28;21;20
20;20;15;32;22;21
20;20;14;30;21;20
20;20;15;28;21;20
20;20;15;29;21;21
20;20;15;27;21;21
20;20;14;31;21;20
21;20;15;29;21;20
20;20;14;30;21;21
20;20;14;27;20;20
20;20;15;31;22;20
20;20;15;31;22;21
20;20;15;30;21;20
20;20;14;28;21;21
21;20;14;29;21;21
20;20;15;27;21;20
21;20;14;27;21;21
21;20;15;31;22;20
20;20;14;31;21;20
20;20;14;31;21;20
20;20;14;31;21;20
20;21;15;28;21;20
20;20;14;30;21;20
20;20;15;31;22;20
20;20;15;31;22;20
20;20;15;32;22;20
21;20;15;30;22;20
20;20;15;30;21;21
21;20;15;32;22;21
21;20;15;28;21;20
21;20;14;28;21;20
20;20;14;28;21;20
20;20;14;30;21;21
21;20;14;32;22;21
20;20;15;31;22;21
20;20;14;32;22;20
20;20;14;32;22;21
21;20;15;34;23;21
21;20;15;29;21;20
20;20;15;31;22;20
21;20;15;28;21;20
20;20;14;31;21;20
20;20;15;29;21;20
20;20;15;29;21;20
20;20;15;30;21;20
20;20;15;27;21;20
21;20;15;27;21;21
20;20;14;30;21;20
20;20;14;31;21;20
20;20;14;29;21;20
21;20;14;30;21;21
21;20;15;28;21;21
21;20;14;27;21;20
20;20;15;27;21;20
20;20;14;26;20;20
21;20;15;26;21;21
20;20;14;25;20;20
20;20;14;28;21;21
21;20;15;25;20;21
20;20;15;24;20;21
20;20;15;24;20;21
20;20;14;28;21;20
20;20;15;28;21;20
20;20;15;25;20;21
21;21;14;26;21;20
20;20;14;27;20;21
20;20;14;25;20;21
21;20;15;25;20;20
20;20;15;28;21;20
20;20;15;28;21;20
20;20;15;28;21;20
21;20;15;28;21;20
20;20;15;28;21;20
21;20;14;28;21;20
20;20;15;27;21;20
20;21;15;25;20;21
20;20;15;26;20;21
20;20;14;29;21;20
21;20;14;25;20;21
21;20;15;24;20;21
20;20;14;28;21;21
20;20;15;28;21;20
20;20;14;26;20;21
21;20;14;27;21;20
20;20;14;30;21;21
20;20;15;30;21;21
21;20;15;28;21;21
20;20;14;27;20;21
20;20;15;27;21;20
20;20;15;30;21;20
20;20;15;28;21;20
21;20;14;28;21;20
20;21;15;31;22;20
20;20;15;27;21;20
20;20;15;27;21;20
20;20;15;27;21;20
20;20;14;27;20;20
20;21;14;26;20;20
20;20;14;26;20;20
20;20;14;29;21;20
21;20;14;29;21;20
20;21;15;25;20;21
21;20;14;28;21;20
20;20;14;30;21;21
20;20;15;27;21;21
20;20;15;29;21;20
20;20;14;30;21;20
21;20;14;27;21;20
21;20;14;28;21;21
20;20;14;31;21;21
20;20;14;28;21;21
20;21;14;27;21;20
21;20;14;26;20;20
20;21;15;30;22;21
20;21;15;30;22;21
21;21;14;27;21;20
20;21;14;26;20;20
20;20;14;31;21;21
20;20;15;29;21;21
20;20;15;27;21;21
20;21;14;27;21;21
20;20;14;27;20;21
20;20;15;29;21;21
20;21;14;27;21;21
20;20;14;27;20;21
20;20;14;29;21;21
20;20;14;28;21;21
20;20;14;27;20;21
20;20;14;29;21;21
21;20;14;26;20;20
20;20;14;25;20;20
20;20;14;28;21;21
21;20;14;26;20;21
20;20;15;27;21;21
20;21;14;28;21;21
20;20;14;27;20;20
21;21;14;29;21;21
20;21;14;25;20;21
20;21;14;27;21;20
21;21;15;30;22;21
20;21;14;30;21;21
21;21;14;27;21;21
20;20;14;26;20;20
20;21;14;28;21;21
20;21;14;28;21;21
20;21;14;27;21;20
20;21;14;26;20;21
21;21;14;28;21;21
20;21;14;29;21;20
21;20;14;26;20;20
20;21;15;27;21;21
20;21;14;30;21;21
20;21;15;30;22;21
20;20;14;27;20;21
21;20;14;26;20;21
20;20;14;30;21;21
20;20;14;27;20;21
20;20;14;28;21;20
20;21;14;27;21;20
20;21;15;28;21;20
20;21;14;31;22;20
21;21;14;26;21;21
21;21;14;31;22;20
20;21;15;29;21;21
20;20;14;31;21;21
21;20;14;31;22;21
21;21;15;29;22;21
21;21;15;28;21;21
21;21;14;28;21;21
21;21;14;29;21;21
21;21;14;29;21;20
20;21;15;27;21;20
21;21;14;27;21;21
21;20;14;29;21;21
21;20;14;27;21;21
19;20;14;26;20;21
20;21;14;29;21;21
21;21;14;29;21;21
21;21;14;30;22;21
21;20;14;29;21;21
21;21;14;30;22;21
21;20;14;30;21;20
21;21;14;29;21;21
21;20;14;31;22;21
20;21;14;28;21;20
21;20;15;30;22;20
21;21;15;28;21;20
21;20;14;27;21;21
21;21;14;31;22;20
21;21;14;27;21;20
21;21;14;29;21;20
21;21;14;26;21;21
21;21;14;30;22;20
21;20;14;28;21;21
21;20;14;28;21;20
20;20;14;31;21;21
21;21;14;27;21;20
21;21;14;28;21;21
20;20;14;27;20;21
21;20;14;29;21;20
20;21;14;27;21;20
20;20;14;28;21;20
21;20;14;27;21;21
21;21;14;30;22;20
21;21;14;27;21;21
21;21;15;28;21;21
21;21;14;27;21;20
21;21;14;29;21;21
21;21;14;29;21;21
20;21;14;30;21;20
21;21;14;28;21;21
20;21;14;27;21;20
20;21;14;27;21;21
21;21;14;26;21;20
21;21;14;27;21;21
20;20;14;28;21;20
21;21;14;25;20;21
21;21;14;30;22;20
20;21;14;29;21;20
21;21;15;26;21;20
21;21;14;29;21;20
20;20;14;28;21;21
21;21;14;28;21;21
21;21;15;26;21;21
21;21;14;27;21;21
20;21;14;28;21;21
21;21;14;26;21;20
21;21;14;25;20;21
21;21;14;25;20;21
20;21;14;28;21;20
21;21;14;29;21;21
21;21;14;28;21;20
21;22;14;27;21;21
20;22;14;26;21;20
21;22;14;29;22;21
21;22;14;28;21;21
20;22;14;29;21;20
21;23;14;29;22;21
21;23;14;28;22;21
21;23;14;28;22;21
21;23;14;30;22;21
21;23;14;27;21;20
21;23;15;30;22;20
20;23;14;29;22;20
20;23;14;26;21;21
21;23;14;31;22;20
21;24;14;27;22;20
21;24;14;27;22;21
21;24;14;30;22;20
21;24;14;27;22;20
20;24;14;27;21;20
21;24;15;30;23;21
21;24;14;27;22;20
21;24;14;29;22;21
20;24;14;30;22;21
20;25;14;29;22;21
20;25;14;26;21;21
21;25;14;29;22;21
21;25;14;28;22;20
21;25;14;31;23;21
21;25;14;28;22;21
20;25;14;30;22;20
21;26;14;31;23;21
21;26;14;32;23;20
21;26;14;28;22;20
21;26;14;28;22;20
20;26;14;32;23;20
20;26;14;31;23;21
20;26;14;32;23;21
20;26;15;29;23;20
20;26;14;28;22;20
20;27;14;32;23;20
20;27;14;30;23;20
20;27;14;30;23;21
20;27;14;30;23;20
20;27;14;30;23;20
20;28;14;30;23;21
20;28;14;31;23;21
20;28;14;30;23;21
20;28;14;32;24;20
21;28;14;28;23;20
20;28;14;32;24;20
20;29;14;28;23;20
21;29;14;28;23;21
21;29;14;28;23;20
20;29;15;27;23;21
20;29;14;30;23;21
21;29;14;28;23;21
20;29;14;27;23;20
21;29;14;30;24;20
20;29;14;30;23;21
20;29;14;28;23;20
21;30;14;28;23;21
21;30;14;26;23;21
21;30;14;29;24;21
20;30;14;29;23;20
20;30;14;29;23;20
21;30;14;28;23;21
21;30;14;26;23;20
20;31;14;27;23;20
21;31;14;30;24;20
21;31;14;29;24;20
21;31;14;30;24;21
21;31;14;30;24;21
21;31;14;32;25;20
21;31;14;31;24;20
21;31;14;29;24;21
20;31;14;30;24;20
21;31;14;31;24;20
20;31;14;31;24;20
21;31;14;30;24;21
21;31;14;31;24;21
21;32;14;33;25;20
21;31;14;28;24;20
21;32;14;32;25;20
21;32;14;28;24;20
21;32;14;29;24;20
21;32;14;30;24;21
21;32;14;27;24;20
20;32;14;27;23;21
21;32;14;26;23;20
21;32;14;27;24;21
20;32;14;26;23;21
21;32;14;26;23;20
21;33;14;26;24;21
21;32;14;26;23;20
21;32;14;29;24;20
20;32;14;25;23;20
21;32;14;26;23;20
21;32;14;25;23;21
20;32;14;29;24;20
21;33;14;27;24;20
20;32;14;27;23;20
21;32;14;26;23;21
21;33;14;25;23;20
21;32;14;27;24;20
20;33;14;25;23;20
21;32;14;25;23;21
21;33;14;28;24;21
20;32;14;26;23;20
21;33;14;27;24;20
21;33;14;27;24;20
21;33;14;27;24;20
21;33;14;26;24;20
21;33;14;26;24;21
21;33;14;27;24;21
21;33;14;26;24;20
20;33;14;26;23;21
21;33;14;26;24;20
21;33;14;28;24;20
21;33;14;27;24;20
21;33;14;29;24;20
20;33;14;27;24;20
21;33;14;30;25;20
20;33;14;25;23;21
20;33;14;27;24;20
20;33;14;28;24;21
20;33;14;26;23;20
21;34;14;26;24;21
20;34;14;28;24;20
20;34;14;28;24;20
21;34;14;29;25;20
20;34;14;27;24;21
20;34;14;30;25;21
21;34;14;27;24;21
20;34;14;29;24;20
21;34;14;30;25;20
21;34;14;30;25;20
21;34;14;29;25;21
21;35;14;30;25;20
20;35;15;30;25;20
21;34;14;31;25;21
21;35;14;31;25;21
20;35;14;32;25;20
21;35;14;30;25;20
21;35;14;28;25;20
20;35;14;28;24;21
21;35;14;28;25;21
21;35;14;28;25;20
21;35;14;28;25;20
21;35;14;28;25;20
21;35;14;26;24;20
21;35;14;30;25;20
21;35;14;26;24;21
20;35;14;25;24;20
21;36;14;25;24;20
21;35;14;28;25;20
21;35;14;26;24;21
21;35;14;26;24;21
20;36;14;27;24;21
21;35;14;29;25;21
21;36;14;30;25;20
20;36;14;28;25;20
20;36;14;31;25;20
21;36;14;32;26;20
21;35;14;31;25;20
20;36;14;27;24;20
20;36;14;30;25;20
21;36;14;30;25;21
21;36;14;32;26;20
20;36;14;28;25;21
21;36;14;28;25;21
21;36;14;31;26;21
21;36;14;30;25;20
20;36;14;31;25;20
21;37;14;30;26;20
21;36;14;29;25;20
21;36;14;29;25;20
21;37;14;31;26;20
20;36;14;28;25;21
21;36;14;28;25;21
21;37;14;32;26;21
21;36;14;28;25;21
21;37;14;31;26;20
20;37;14;28;25;20
21;36;14;29;25;20
21;37;14;30;26;20
21;37;14;31;26;20
21;37;14;31;26;20
20;37;14;28;25;21
21;37;14;27;25;21
21;37;14;28;25;20
20;37;14;29;25;21
20;37;14;27;25;21
20;37;14;27;25;21
21;36;14;30;25;20
21;37;14;27;25;21
20;36;14;30;25;20
21;36;14;30;25;20
20;37;14;31;26;20
20;37;14;30;25;21
21;37;14;32;26;20
20;37;14;28;25;21
21;37;14;31;26;21
21;37;14;28;25;21
20;37;14;30;25;20
21;37;14;30;26;20
20;37;14;27;25;21
20;37;14;31;26;20
20;37;14;30;25;20
20;37;14;29;25;20
21;37;14;30;26;21
21;38;14;27;25;21
21;37;14;30;26;21
21;38;14;31;26;20
20;38;14;28;25;20
21;38;14;30;26;21
20;37;14;31;26;21
21;38;14;30;26;21
20;38;14;29;25;21
21;37;14;27;25;20
21;38;14;32;26;20
21;38;14;27;25;20
21;38;14;32;26;20
21;37;14;28;25;21
21;37;14;28;25;21
21;38;14;30;26;20
20;38;14;31;26;21
21;38;14;32;26;20
21;38;14;31;26;20
21;38;14;30;26;20
21;38;14;29;26;21
20;37;14;29;25;21
20;38;14;31;26;20
21;38;14;28;25;21
21;38;14;29;26;21
21;38;14;31;26;21
21;38;14;31;26;21
21;38;14;28;25;21
21;38;14;29;26;21
20;38;14;31;26;21
20;38;14;27;25;21
21;38;14;27;25;21
20;38;14;29;25;21
21;38;14;26;25;21
20;38;14;28;25;21
21;38;14;28;25;21
21;38;14;28;25;21
20;38;14;27;25;21
21;38;14;30;26;20
21;38;14;26;25;21
21;38;14;31;26;21
21;38;14;30;26;20
20;38;14;30;26;21
21;38;14;28;25;20
21;38;14;31;26;20
20;38;14;30;26;20
21;38;14;30;26;20
21;38;14;30;26;20
21;39;14;30;26;20
21;38;14;28;25;21
20;38;14;30;26;20
21;38;14;28;25;20
21;38;14;27;25;21
21;39;14;28;26;21
20;39;14;29;26;21
21;39;14;29;26;20
20;39;14;28;25;21
21;39;13;29;26;21
21;38;14;30;26;20
21;39;14;28;26;21
21;39;14;31;26;21
21;38;14;31;26;20
20;39;14;31;26;21
21;38;14;30;26;21
21;38;14;29;26;21
20;38;14;29;25;21
21;39;14;30;26;20
20;39;14;27;25;21
21;38;14;29;26;21
20;38;14;28;25;21
21;39;14;31;26;20
20;39;14;28;25;21
21;39;14;28;26;21
20;39;14;29;26;21
21;39;14;30;26;21
20;39;14;32;26;21
21;39;14;27;25;20
21;39;14;31;26;21
21;39;14;31;26;20
21;39;14;29;26;20
20;39;14;29;26;21
21;39;14;30;26;20
21;39;14;28;26;21
20;39;14;28;25;21
21;39;14;28;26;21
21;39;14;26;25;20
21;39;14;30;26;21
20;39;13;26;25;21
20;39;14;28;25;21
21;39;14;30;26;20
20;39;14;28;25;21
21;39;14;29;26;21
21;39;14;31;26;21
20;39;14;29;26;20
21;39;14;32;27;21
21;39;14;32;27;21
21;39;14;29;26;21
21;39;14;31;26;20
20;39;14;28;25;21
21;39;14;31;26;20
21;39;14;31;26;21
21;39;14;31;26;21
21;39;14;30;26;21
20;39;14;28;25;21
21;39;14;30;26;21
21;39;14;32;27;21
21;39;14;32;27;21
20;39;14;28;25;21
21;39;14;28;26;20
21;39;14;28;26;21
20;39;14;30;26;21
20;39;14;28;25;21
21;39;13;27;25;21
21;39;14;29;26;21
20;39;14;31;26;21
20;39;14;29;26;21
20;39;14;27;25;20
21;40;14;28;26;21
20;39;14;30;26;20
21;39;14;27;25;20
20;39;13;29;25;21
20;39;14;26;25;21
20;39;13;27;25;21
20;39;14;28;25;20
20;39;14;28;25;21
20;39;13;25;24;21
20;39;14;29;26;20
20;39;14;25;25;21
20;40;14;30;26;21
20;39;14;29;26;20
21;39;14;26;25;21
20;40;14;30;26;21
21;39;13;29;26;20
20;39;14;31;26;21
21;39;14;26;25;21
21;39;14;26;25;21
21;39;14;30;26;20
20;39;14;28;25;20
20;39;14;31;26;20
21;39;14;27;25;20
20;39;14;26;25;21
20;40;14;30;26;21
20;39;14;30;26;20
21;39;14;28;26;20
21;40;13;30;26;21
21;39;14;29;26;21
20;40;13;28;25;21
20;40;14;29;26;21
20;39;14;31;26;21
21;40;14;28;26;21
21;40;14;26;25;21
21;39;14;29;26;20
21;39;14;29;26;20
21;40;14;31;27;21
21;40;14;28;26;21
21;39;14;27;25;21
21;40;14;30;26;21
21;40;14;27;26;21
21;39;14;28;26;21
20;40;14;27;25;21
21;40;14;28;26;21
21;40;14;30;26;21
21;40;14;28;26;21
21;39;14;26;25;21
21;39;14;26;25;21
21;40;14;27;26;21
21;40;14;30;26;20
21;40;14;28;26;20
21;40;14;26;25;20
21;39;14;30;26;21
21;40;14;27;26;21
20;40;13;27;25;21
21;40;13;26;25;21
21;40;13;27;25;21
21;39;13;29;26;21
21;40;13;25;25;20
21;40;13;30;26;21
21;40;14;28;26;21
21;40;14;27;26;21
21;39;14;27;25;21
21;40;14;29;26;21
21;40;14;29;26;21
21;40;14;27;26;21
21;40;14;27;26;20
21;40;14;27;26;21
21;40;14;28;26;20
21;40;13;29;26;20
21;40;14;29;26;21
21;40;14;29;26;20
21;40;14;28;26;21
21;40;13;28;26;20
21;40;14;30;26;21
21;39;14;26;25;21
21;39;14;28;26;21
21;40;13;30;26;21
21;40;14;27;26;21
21;40;13;29;26;21
22;40;14;31;27;20
21;40;14;27;26;20
22;40;14;28;26;21
22;40;14;30;27;21
21;40;14;31;27;21
22;39;13;29;26;20
22;40;14;28;26;21
22;40;14;27;26;21
22;40;14;26;26;21
22;40;13;30;26;20
22;40;13;31;27;21
22;40;14;26;26;21
22;40;14;28;26;20
22;40;13;29;26;20
22;40;14;28;26;21
22;40;14;31;27;20
22;40;14;29;26;21
22;39;14;31;27;20
22;40;13;29;26;21
23;40;14;28;26;21
23;40;14;30;27;21
22;40;14;28;26;21
22;40;14;28;26;20
22;40;14;31;27;21
22;40;14;30;27;20
22;40;14;31;27;20
22;40;14;31;27;20
22;39;14;28;26;21
22;40;14;28;26;21
22;40;14;30;27;20
22;40;14;32;27;20
22;40;14;30;27;20
23;40;14;31;27;21
23;40;14;30;27;20
23;40;14;32;27;20
23;40;14;33;28;21
23;40;14;32;27;20
23;40;14;34;28;21
23;40;14;34;28;21
23;40;13;34;28;21
23;40;14;32;27;21
23;40;13;32;27;21
23;40;13;35;28;21
23;40;14;30;27;21
23;40;14;34;28;21
23;40;13;32;27;21
23;40;14;31;27;21
23;40;14;31;27;21
24;40;14;33;28;21
23;40;14;34;28;20
24;40;14;32;28;20
24;40;14;31;27;21
23;40;14;34;28;20
23;40;14;30;27;20
23;40;13;34;28;20
23;40;13;31;27;20
23;40;14;33;28;21
24;40;13;30;27;21
24;40;14;33;28;21
24;40;14;29;27;21
23;40;13;28;26;20
24;40;14;29;27;20
24;40;14;28;27;21
24;40;14;29;27;21
24;40;14;28;27;21
24;40;14;27;26;21
24;40;14;28;27;21
24;40;14;26;26;20
24;40;14;27;26;20
24;40;13;27;26;21
24;40;14;25;26;21
24;40;14;25;26;21
24;40;14;28;27;21
24;40;13;30;27;21
24;40;14;26;26;21
24;40;13;26;26;20
24;40;14;29;27;21
24;40;14;29;27;21
24;41;13;29;27;21
25;40;14;28;27;21
24;40;14;27;26;21
25;40;14;28;27;21
25;40;14;28;27;21
25;40;14;29;27;20
24;40;13;27;26;21
25;40;14;25;26;21
25;40;14;26;26;21
25;40;13;29;27;21
25;40;13;26;26;20
25;40;14;24;26;21
25;40;13;29;27;21
25;40;14;29;27;21
25;41;14;28;27;21
25;40;14;28;27;21
25;40;13;28;27;21
25;40;13;27;26;20
25;41;14;29;27;20
25;40;14;31;28;21
25;40;14;27;27;21
25;40;13;27;26;20
25;40;14;29;27;21
25;40;14;27;27;21
25;40;13;29;27;21
25;40;13;30;27;21
25;41;14;30;28;21
26;40;13;26;26;20
25;41;13;28;27;21
26;40;13;29;27;20
26;41;13;29;27;21
26;40;14;30;28;21
26;40;13;31;28;21
26;40;14;29;27;20
26;41;13;28;27;21
26;41;14;30;28;21
26;40;14;27;27;21
26;40;14;31;28;21
26;40;14;30;28;21
26;40;14;27;27;21
27;41;14;28;28;21
26;40;13;29;27;21
26;40;14;31;28;20
26;40;13;30;27;20
26;40;13;27;27;21
26;40;13;28;27;20
26;40;14;28;27;21
26;41;13;31;28;21
27;40;14;30;28;20
26;40;14;29;27;21
27;40;13;27;27;21
26;40;13;27;27;21
26;40;14;27;27;20
27;40;14;26;27;21
27;40;14;28;27;21
27;40;13;27;27;20
27;40;14;27;27;20
26;40;13;28;27;20
26;40;13;25;26;21
26;40;14;25;26;21
27;40;14;27;27;20
27;40;13;27;27;21
27;40;13;28;27;21
27;40;14;24;26;21
27;40;14;26;27;21
26;40;14;25;26;20
27;40;14;24;26;21
26;40;13;28;27;21
27;40;14;26;27;21
27;40;14;28;27;21
27;40;14;25;27;20
26;40;14;24;26;21
27;40;14;27;27;20
27;40;14;27;27;21
27;40;13;24;26;21
27;40;14;25;27;21
27;40;13;25;26;21
27;41;14;26;27;21
27;41;13;28;27;21
27;41;14;28;28;20
27;41;14;27;27;21
27;40;13;25;26;20
27;40;13;27;27;21
27;40;13;27;27;21
27;41;14;27;27;21
27;40;13;27;27;21
28;40;13;26;27;21
27;40;14;27;27;21
27;40;13;28;27;20
27;40;14;29;28;21
27;41;14;26;27;21
28;40;13;27;27;21
27;40;14;28;27;21
28;40;13;27;27;21
27;40;13;29;27;20
28;40;13;29;28;21
28;40;13;30;28;21
28;40;13;27;27;21
28;40;14;26;27;20
28;40;14;30;28;21
28;40;13;27;27;20
28;40;14;29;28;21
28;40;14;28;28;20
28;40;14;26;27;21
28;40;14;28;28;21
28;40;13;26;27;21
28;40;14;25;27;21
28;40;13;28;27;21
28;40;14;28;28;21
28;40;14;29;28;21
28;40;13;30;28;21
28;40;13;27;27;21
28;40;14;31;28;21
28;41;13;29;28;21
28;40;13;27;27;21
28;40;14;28;28;21
28;40;13;29;28;21
28;40;14;29;28;21
28;40;14;28;28;21
28;40;14;30;28;21
28;40;14;30;28;21
28;40;14;31;28;21
28;40;14;31;28;21
29;40;14;30;28;21
28;40;14;33;29;21
28;40;13;32;28;21
29;40;13;33;29;21
28;40;14;32;29;21
28;40;13;34;29;21
29;40;13;30;28;21
28;40;13;34;29;20
29;40;13;31;28;21
28;40;14;33;29;20
29;40;14;34;29;20
29;40;14;31;29;21
28;40;14;30;28;21
29;40;14;32;29;20
28;41;13;31;28;20
29;40;13;30;28;21
28;40;14;33;29;21
28;40;13;32;28;21
28;40;13;31;28;21
28;40;13;30;28;21
28;40;13;28;27;20
29;40;14;29;28;21
29;40;13;29;28;21
28;40;14;32;29;21
28;40;13;29;28;21
28;40;13;29;28;21
29;40;13;32;29;21
28;40;14;29;28;21
29;41;14;28;28;21
29;40;14;29;28;21
29;40;13;29;28;21
29;40;14;27;28;21
29;41;14;30;29;21
29;40;13;26;27;21
29;40;13;26;27;21
29;41;14;29;28;21
29;40;14;27;28;21
29;40;13;30;28;21
29;40;13;29;28;21
29;40;13;27;27;20
29;40;14;30;28;21
29;40;14;31;29;21
28;40;14;30;28;21
29;40;13;28;28;20
29;40;13;29;28;21
29;40;14;30;28;21
29;40;14;27;28;21
29;40;13;27;27;21
29;40;13;30;28;21
29;40;14;26;27;21
29;41;14;30;29;21
29;41;14;27;28;21
30;41;13;30;29;21
29;41;13;26;27;20
29;41;13;28;28;21
30;41;13;29;28;20
29;41;14;30;29;21
30;41;13;28;28;21
29;41;13;27;28;21
30;41;14;31;29;21
30;41;14;30;29;21
29;41;13;27;28;21
30;41;14;29;29;21
29;41;14;27;28;21
30;41;14;30;29;21
30;40;14;31;29;21
30;41;13;31;29;21
30;41;13;31;29;21
29;41;13;31;29;21
30;41;13;32;29;20
30;41;14;33;30;21
29;41;13;31;29;21
30;41;13;30;29;21
30;40;14;33;29;21
30;41;13;34;30;21
30;41;14;33;30;21
30;40;13;31;29;21
30;40;13;31;29;21
30;40;13;33;29;21
30;40;14;30;29;21
30;40;14;28;28;21
30;40;13;29;28;21
30;40;14;32;29;21
30;40;14;29;28;21
30;40;13;31;29;21
30;40;13;28;28;21
30;40;13;31;29;21
30;39;14;30;28;21
30;40;13;31;29;21
30;39;13;32;29;21
30;40;13;32;29;21
31;40;13;30;29;21
30;39;14;31;29;21
30;40;14;30;29;21
30;39;14;33;29;21
30;39;13;31;28;21
30;39;14;33;29;21
30;40;13;32;29;21
30;39;14;32;29;20
30;39;14;32;29;20
30;40;13;30;28;21
